2017-04-13 00:52:09,Boeing Honors Suppliers for Outstanding Performance https://t.co/jgazzCrgbl #Boeing
2017-04-13 00:08:18,An activist investor's plan to get GM's shares moving - CBS News https://t.co/DUr0d8K6Zn https://t.co/oSo9xzJ92w
2017-04-12 23:57:13,U.S. judge rejects Goldman Sachs' bid to narrow gender bias lawsuit https://t.co/YOt3vF9dQK Business News https://t.co/x8hN7kAul7
2017-04-12 23:36:31,S&amp;P500 (CAD Hedge) $XSP https://t.co/WB96HvbLpv TV_TradingIdeas
2017-04-12 23:34:49,Trump doesn't hit Mexico hard but stirs up old resentments - https://t.co/r9xNHfESuk https://t.co/nYk4ZhQOJT https://t.co/7B7GkT03C9
2017-04-12 23:34:48,Read Jeff Bezos's Inspiring Letter to Shareholders on Why He Keeps Amazon at 'Day 1' - Entrepreneur… https://t.co/7dUipeex5f
2017-04-12 23:33:15,S&amp;P500 (CAD Hedge) $XSP https://t.co/dpV2CTTDaD
2017-04-12 23:10:14,Shift in Momentum for #S&amp;P500 shows #Trump Rally is Over! Institutional Analysis on #Emini by tradingsafely1 &gt;&gt;… https://t.co/uAMvM6okFh v…
2017-04-12 23:10:07,Shift in Momentum for #S&amp;P500 shows #Trump Rally is Over! Institutional Analysis on #Emini by @tradingsafely1 &gt;&gt;… https://t.co/JjgzuwagWN
2017-04-12 23:10:06,Shift in Momentum for #S&amp;P500 shows #Trump Rally is Over! Institutional Analysis on #Emini by @tradingsafely1 &gt;&gt;… https://t.co/t3EUC7rrC5
2017-04-12 23:08:44,@MJ_Meredith_J @RonBeaubien Time will tell if that holds. Bet that 67% was rated against S&amp;P500 and not a value index.
2017-04-12 23:01:02,"QT: S&amp;P500 well protected - the rest of vast universe, not much. https://t.co/p5mqODPGK2"
2017-04-12 22:45:04,Here's an app to measure the Calmar ratio of the S&amp;P500 stocks #fintech https://t.co/DVHuy54DX2 https://t.co/JVYxzrmw3o
2017-04-12 22:42:04,"Markets Overnight
$DJIA -0.29%
$S&amp;P500 -0.38%
$NASDAQ -0.52%
$DAX +0.13%
$FTSE -0.22%
$CAC -0.01%
SPI Futures -31pts
#ausbiz #marketnews"
2017-04-12 22:33:13,Jana's call to overhaul Whole Foods supply chain has few takers https://t.co/jhm4DL3Dew Business News https://t.co/Zm1Yp5av4r
2017-04-12 22:30:17,Trump's EPA is seeking a 24/7 security detail for its new leader - Washington Post https://t.co/mVwaXo1mVd https://t.co/MMjyReJYFc
2017-04-12 22:10:15,"Trump won't rule out second Yellen term, signaling drift to the mainstream https://t.co/SDuRP7l52E Business News https://t.co/kBCpDHVRgE"
2017-04-12 22:10:11,Democratic U.S. senator questions Deutsche Bank over Trump https://t.co/NRW80jvJDB Business News https://t.co/7AvZnTXW8p
2017-04-12 21:39:02,"@strup2823 @SirNyamranga @TDAmeritrade Put in in SPYG (S&amp;P500 growth index fund), add more when you can. $7 per tra… https://t.co/huCPNwEkQ5"
2017-04-12 21:36:13,"US markets: S&amp;P500 -0.38%, DJIA -0.29%, Nasdaq -0.52%. Europe: Stoxx -0.04%, DAX +0.13%, CAC -0.01%, UK-FTSE -0.22%."
2017-04-12 21:35:15,"Berkshire to pare Wells Fargo stake, pull Fed application https://t.co/N8eT4MNjnI Business News https://t.co/yAjOTeW6Nc"
2017-04-12 21:24:38,Puerto Rico union sues to block pension cuts - New York Daily News https://t.co/LMoCErJXeG https://t.co/XvlnpProcO
2017-04-12 21:24:35,"Trump says he will not label China currency manipulator, reversing campaign promise - Washington Post… https://t.co/2yoKRwNqNO"
2017-04-12 21:18:32,"RT @Mark_J_Perry: Just Out: SPIVA Scorecard Report Shows that Over Last 15 Years, Only 7.85% (1 in 13) of Active Funds Beat the S&amp;P500 http…"
2017-04-12 21:11:19,Mercedes-Benz undecided if it will sell future U.S. diesels https://t.co/mBVdOqEV3i Business News https://t.co/rKcNEVMdNV
2017-04-12 21:05:11,Shift in Momentum for #S&amp;P500 shows #Trump Rally is Over! Institutional Analysis on #Emini by @tradingsafely1 &gt;&gt;… https://t.co/SpmttSx6ML
2017-04-12 21:04:15,Investors eye midstream sector as production ramps up https://t.co/SxOiHrU09h Business News https://t.co/eh4DAemZRR
2017-04-12 21:00:30,Is the #S&amp;P500 getting ready to crash in #2k17? - Read and find out  https://t.co/aWFiklG8nc
2017-04-12 20:48:44,"RT @Mark_J_Perry: Just Out: SPIVA Scorecard Report Shows that Over Last 15 Years, Only 7.85% (1 in 13) of Active Funds Beat the S&amp;P500 http…"
2017-04-12 20:37:00,Today’s top S&amp;P500 Performers! Share or tag a friend! #stockmarket #investors #invest #commonstock #investing #nyse… https://t.co/jhqO3bu49J
2017-04-12 20:36:37,Today’s bottom S&amp;P500 Performers! Share or tag a friend! #stockmarket #investors #invest #commonstock #investing… https://t.co/hOvD6VMAnB
2017-04-12 20:32:30,"@buylowsellhighr Using 5 key sectors that represent 75% or so of S&amp;P500. Financials, Health Care, Techs, Industrial… https://t.co/4VaNmWrMTJ"
2017-04-12 20:28:08,"RT @Mark_J_Perry: Just Out: SPIVA Scorecard Report Shows that Over Last 15 Years, Only 7.85% (1 in 13) of Active Funds Beat the S&amp;P500 http…"
2017-04-12 20:23:34,"RT @Mark_J_Perry: Just Out: SPIVA Scorecard Report Shows that Over Last 15 Years, Only 7.85% (1 in 13) of Active Funds Beat the S&amp;P500 http…"
2017-04-12 20:18:34,"Trump says he will not label China currency manipulator, reversing campaign promise - Washington Post… https://t.co/9TlsNKhnmX"
2017-04-12 20:15:08,"Just Out: SPIVA Scorecard Report Shows that Over Last 15 Years, Only 7.85% (1 in 13) of Active Funds Beat the S&amp;P50… https://t.co/npwTySeDGr"
2017-04-12 20:08:14,GE Nigeria workers cordon off headquarters over salary dispute https://t.co/chNkAIIXoo Business News https://t.co/lo9CreccYs
2017-04-12 20:05:18,🇺🇸 S&amp;P500 closes 0.4% 📉 lower https://t.co/uyqhjUFs7R MARKETWATCH
2017-04-12 20:05:12,🇺🇸 S&amp;P500 closes under its 50-day moving average for the first time since Nov. 8 https://t.co/7xVyb1DFY0 MARKETWATCH
2017-04-12 19:45:46,Puerto Rico union sues to block pension cuts - Washington Post https://t.co/1tPg2Dg61b https://t.co/GKMfI0Tq54
2017-04-12 19:45:42,Spicer Calls Expanded U.S. Beef Sales to China a 'Big Prize' - Bloomberg https://t.co/ZJQcmtBO2I https://t.co/guRxV3hKay
